UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Morant^♧,@Xklobb_,2023-04-13T06:47:32.000Z,"Morant^♧
@Xklobb_
·
18m","""Toka nje sisi ni watu wakubwa hatuezi iba""",😂 💀 💔,3,10,13,['https://pbs.twimg.com/media/Ftk0YcvXgAAezq5?format=jpg&name=small'],https://twitter.com/Xklobb_/status/1646404736000700417
Hilda Newton,@HildaNewton21,2023-04-13T07:05:43.000Z,"Hilda Newton
@HildaNewton21
·
7s","Kunapokuwa na uzimwaji wa internet mara nyingi inatokana na joto la kisiasa , haki za binadamu au demokrasia, ikiwa  ni mbinu ambayo serikali inatumia kuwanyima watu haki zao katika maeneo mbalimbali.  #InternetIsLife #MaishaNiMtandao #KatibaMpya",,,,,['https://pbs.twimg.com/media/Ftk4iXVX0AEojbw?format=jpg&name=small'],https://twitter.com/HildaNewton21/status/1646409311822782464
Farhan Kihamu Jr,@FKihamu,2023-04-13T05:55:06.000Z,"Farhan Kihamu Jr
@FKihamu
·
1h","Miaka miwili na miezi tisa, Alhamdulillah Mwamba asubuhi kuamshana ni vita ya tatu ya dunia. 

Machi 10, 2023 hii picha.",😀,32,18,747,['https://pbs.twimg.com/media/FtkoXTmWcAEeLI6?format=jpg&name=small'],https://twitter.com/FKihamu/status/1646391541143941120
MTANZANIA ❁,@GilbertPaul95,2023-04-13T06:39:53.000Z,"MTANZANIA ❁
@GilbertPaul95
·
25m","Uzi
Watu maarufu katika soka, ambao ni ndugu wa damu.


Diego simeone na Giovann Simeone, Diego yeye ni kocha wa Athletico madrid Wakati mwanaye Giovanni ni mshambuliaji hatari wa Napoli",👇 👇 👇 👇 👇 👇 👇,4,11,26,"['https://pbs.twimg.com/media/FtkyoDpXgAElgai?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FtkyoTtX0AAn8x1?format=jpg&name=360x360']",https://twitter.com/GilbertPaul95/status/1646402810253127681
TUKO.co.ke | The Heartbeat of Kenya,@Tuko_co_ke,2023-04-13T06:27:08.000Z,"TUKO.co.ke | The Heartbeat of Kenya
@Tuko_co_ke
·
38m","Ni ukweli carrots kwenye beans hufanya watu wasitoe gas saana?

Photo: Mathardy Ken (Facebook)",😅,3,1,7,['https://pbs.twimg.com/media/FtkvtomagAMRG-E?format=jpg&name=small'],https://twitter.com/Tuko_co_ke/status/1646399603720241152
Mr Reliable,@EdwinKM9,2023-04-04T16:58:25.000Z,"Mr Reliable
@EdwinKM9
·
Apr 4",Huyu aliachanga kuongea na Mimi kumbe nilimuuliza kama watu kwao ni wazimu badala wazima,,108,807,"2,032",['https://pbs.twimg.com/media/Fs4p00tWYBI2Fi_?format=jpg&name=small'],https://twitter.com/EdwinKM9/status/1643296979252830212
Ng'oloyape Travel Agency,@Ngoloyape,2023-04-13T04:08:24.000Z,"Ng'oloyape Travel Agency
@Ngoloyape
·
2h","Hakuna Cha post unazo post Wala nini 
Kuna wanazi wangapi wanapondea mabasi ya watu mpaka kelo na wahajawahi kutishiwa . 
Sema tu ni mfomo ulionao wa kimaisha 
Unapenda sana maisha ya mtandaon ,
Siokila utakae mfanyia ubaya utasemee eengina watakufatilia Hadi atua ya mwisho",🚦 🚌,8,1,11,['https://pbs.twimg.com/media/FtkP82sXgAAKLTl?format=jpg&name=small'],https://twitter.com/Ngoloyape/status/1646364687297118208
EastAfricaRadio,@earadiofm,2023-04-12T05:55:19.000Z,"EastAfricaRadio
@earadiofm
·
Apr 12","""Najua kero za watu wa Monduli, changamoto kubwa ya watu wa Monduli ni maji na ardhi, kwahiyo mimi nahangaika Mungu akinijalia kila saa nihakikishe kwamba maji yanapatikana Monduli ma ardhi pia kwa sababu haitoshi kutokana na mifugo yetu""",,12,14,411,['https://pbs.twimg.com/media/Ftfer6UWIAA-O6u?format=jpg&name=small'],https://twitter.com/earadiofm/status/1646029205967101952
ALLAN_NYASH,@AllanNyash,2023-04-09T09:47:05.000Z,"ALLAN_NYASH
@AllanNyash
·
Apr 9",If we beat Liverpool today watu wenye nahurumia ata si Liverpool fans ni ManUnited fans..,,27,96,810,['https://pbs.twimg.com/media/FtQ3HhgXwAAcN-H?format=jpg&name=small'],https://twitter.com/AllanNyash/status/1645000369552891905
Azam TV,@azamtvtz,2023-04-12T10:18:30.000Z,"Azam TV
@azamtvtz
·
20h","Mfanyabiashara maarufu jijini Tanga ambae ni mmiliki wa mabasi ya Tashiriif, Hamoud Said Al Habsy amefariki dunia asubuhi ya leo Aprili 12, 2023 baada ya kudondoka ghafla wakati akitekeleza ibada ya swala ya Alfajir, mjukuu wa marehemu, Hamoud Salim Amri Said amethibitisha.",,93,63,"1,462",['https://pbs.twimg.com/media/FtgbDj9WAAAMjPw?format=jpg&name=small'],https://twitter.com/azamtvtz/status/1646095440289333249
EastAfricaRadio,@earadiofm,2023-04-12T06:07:11.000Z,"EastAfricaRadio
@earadiofm
·
Apr 12","""CAG ni mtu muaminifu na anafanya kazi yake kwa uaminifu mkubwa sana, lakini tuhuma tusiwahukumu watu haraka haraka sana, mimi sio muumini wa hiyo, saa nyingine unakuta mtu anatuhumiwa lakini sio kweli kwamba amefanya hayo mambo, ni vizuri mambo yajadiliwe""",,106,33,626,['https://pbs.twimg.com/media/Ftfhg6cWAAQgm2y?format=jpg&name=small'],https://twitter.com/earadiofm/status/1646032192412303360
Ruben Yohana Ginat Duwe,@GinatIII,2023-04-12T20:05:38.000Z,"Ruben Yohana Ginat Duwe
@GinatIII
·
11h","Replying to 
@CloudsMediaLive",⚡,6,,9,['https://pbs.twimg.com/media/FtihdLyWIAMQA7H?format=png&name=small'],https://twitter.com/GinatIII/status/1646243195263778823
NRG Radio,@NRGRadioKenya,2023-04-06T18:58:12.000Z,"NRG Radio
@NRGRadioKenya
·
Apr 6",Club imeshikaaa #nrgcirclerave watu wa VIP cocktails ni free,🔥 🔥 🔥,11,8,102,['https://pbs.twimg.com/media/FtDYe5KX0AYDxZc?format=jpg&name=small'],https://twitter.com/NRGRadioKenya/status/1644051899031736332
Watu sio wajinga bana,@divahphilip,2023-04-12T06:04:08.000Z,"Watu sio wajinga bana
@divahphilip
·
Apr 12","Good thing about this app ni kwamba 
Watu sio wajinga",😂 😂 😂 😂 😂 😂 😂,9,2,29,['https://pbs.twimg.com/media/Ftfg29wXsAA_YD-?format=jpg&name=small'],https://twitter.com/divahphilip/status/1646031426519719938
kobiko,@iammwanjala,2023-04-11T17:47:44.000Z,"kobiko
@iammwanjala
·
Apr 11","Yanga ni balaa yani Ndani ina watu nje ina watu.

Unatoa Moto, unaingiza Fire! Super Bern! Bonge la goli Kafunga hapa",,4,18,755,['https://pbs.twimg.com/media/Ftc4S7VX0AIPtpv?format=jpg&name=360x360'],https://twitter.com/iammwanjala/status/1645846103298809856
MeaMswahili,@meamswahili,2023-04-12T12:01:33.000Z,"MeaMswahili
@meamswahili
·
19h","Mfanyabiashara mkubwa wa usafirishaji ambae pia ni Mkurugenzi wa Kampuni ya Mabasi ya Tashrif Bus Service, Hamoud Said Al Habsy maarufu kama Mzee Tashrif amefariki dunia ghafla alfajiri ya leo, April 12, 2023.

Credit: Global Online",,1,7,45,['https://pbs.twimg.com/media/FtgypymXoAEQOwc?format=jpg&name=small'],https://twitter.com/meamswahili/status/1646121373457166341
Ayubu Madenge,@ayubu_madenge,2023-04-07T13:35:53.000Z,"Ayubu Madenge
@ayubu_madenge
·
Apr 7","Aliondoka kwao huko Spain Mwaka 2004, akaja bongo akiwa hana Pesa. Akafanya kazi Bar, akafundisha watu kuogelea kisha akaanzisha biashara nyingi ambazo zilifeli. Mwisho biashara ya Mgahawa wa Samaki ikakubali. Huyu ni Kalito mmiliki wa Samaki Samaki, Kuku Kuku na Wavuvi Kempu.",,184,149,"4,627",['https://pbs.twimg.com/media/FtHYTTOX0AEPrcb?format=jpg&name=small'],https://twitter.com/ayubu_madenge/status/1644333173961027587
John Pambalu,@John_Pambalu,2023-04-11T03:29:25.000Z,"John Pambalu
@John_Pambalu
·
Apr 11","Nguvu inayotumika kumpigia chapuo kwenye vyombo vya habari na mitandaoni ni kubwa mno. Lakini mtaani watu hawamuelewi kabisa. Njaa mtaani, ufisadi wa kutisha serikalini na kupeana vyeo kwa kujuana kumewafanya watanzania wengi wamchukie.

#TZAbilaRushwaInawezekana
#OndoaCCM2025",,73,47,235,['https://pbs.twimg.com/media/FtZz2K-X0AEKa6x?format=jpg&name=small'],https://twitter.com/John_Pambalu/status/1645630101113978880
OUT PUT,@Out__Put1,2023-04-13T06:05:02.000Z,"OUT PUT
@Out__Put1
·
1h","Jana ilikua siku ya kuazimisha siku ya mwanaanga duniani (watu wanaoenda nje ya sayari ya dunia)

Je ni nini kilichopo nyuma ya pazia kuhusu  watu kwenda nje ya dunia (space flight)",👇 👇 👇,1,1,2,['https://pbs.twimg.com/media/FtkqppVX0AE9Fq9?format=jpg&name=small'],https://twitter.com/Out__Put1/status/1646394042622648322
ibrahim kasuga,@ibrakasuga,2023-04-07T16:25:59.000Z,"ibrahim kasuga
@ibrakasuga
·
Apr 7","Target Man Jean Baleke 
Hii Finishi ya Jean Baleke kwenye hili bao la pili ni ya darajaa Dunia (World Class) nimetamani Peter Drury angetangaza hili goli 
●Game On Simba 2-0 Ihefu
  Jean Baleke ",🔥 🔥 😂 ⏰ ⚽ ⚽,8,22,809,['https://pbs.twimg.com/media/FtH_PYjWAAEWa8S?format=jpg&name=small'],https://twitter.com/ibrakasuga/status/1644375981388333062
LetsView,@view_lets,2023-04-12T13:46:21.000Z,"LetsView
@view_lets
·
17h","MIKONO ISIYO NA HATIA, KATIKATI YA DAMU YA VITA YA PILI YA DUNIA (WWII).

Ni wakati wa vita kuu ya pili ya dunia, wakati sauti za milipuko ya mabomu zinasikika kutokea Brandenburg Gate,
hata vilindi vya mji wa Volgograd.",🦅,3,17,76,['https://pbs.twimg.com/media/FthKosPX0AEMqV9?format=jpg&name=small'],https://twitter.com/view_lets/status/1646147746393407492
H!tler'ssneaky,@ni_newborn,2023-04-06T13:33:53.000Z,"H!tler'ssneaky
@ni_newborn
·
Apr 6","Tangu 2019 niko kwa sojas 50 na sio ati kuna day siingii app. Please RT leo mnioee watu 25 nifike 75, sitaona vibaya",💦 🥵 😺,46,66,259,['https://pbs.twimg.com/media/FtCOQQJaYAMAsGh?format=jpg&name=small'],https://twitter.com/ni_newborn/status/1643970283232165890
Raisyaaa,@RaisyaArisaaa,2023-04-11T20:14:18.000Z,"Raisyaaa
@RaisyaArisaaa
·
Apr 11","Raya kan da dekat , So mesti ramai saudara mara nak balik beraya kat kampung . So mesti korang stresskan lagi2 kalau ada tilam yang siap ada peta dunia bagai , nak bagi saudara mara tidur pun malu

Simpan duit tak payah beli tilam baru , beli je dry cleaning ni settle masalah.",🕊 😭,1,91,81,['https://pbs.twimg.com/media/FtdZ2wbaAAALltp?format=jpg&name=900x900'],https://twitter.com/RaisyaArisaaa/status/1645882991183532032
Mr. Battle,@chevi_masta,2023-04-10T16:57:48.000Z,"Mr. Battle
@chevi_masta
·
Apr 10","Kumbe Hizi Kenge ni omba omba kazi kupiga vizinga af wakinyimwa hasira zao wanapeleka kwenye Media kuanza Kuchafua Taasisi za watu,. ",🚮 🚮,107,49,"1,007",['https://pbs.twimg.com/media/FtXjSksWABUZjwQ?format=jpg&name=small'],https://twitter.com/chevi_masta/status/1645471150103724046
EastAfricaRadio,@earadiofm,2023-04-07T06:16:10.000Z,"EastAfricaRadio
@earadiofm
·
Apr 7","""Ndoa sio uvumilivu, ndoa ni kuchukuliana mapungufu, uvumilivu ni jela, ukiona mwanamke anakubali kila kitu mlete kwetu tumuombee huyo ni msukule, ukamilifu wa mwanadamu kuna jambo anakubali kuna jambo anakataa, watu hawagombani, ni mtazamo na tafsiri ya mtazamo""",,42,87,"1,108",['https://pbs.twimg.com/media/FtFzc9XX0AEgm9M?format=jpg&name=small'],https://twitter.com/earadiofm/status/1644222513763713024
EastAfricaTV,@eastafricatv,2023-04-11T11:08:24.000Z,"EastAfricaTV
@eastafricatv
·
Apr 11","#TANZIA Aliyekuwa Makamu wa Rais wa Shirikisho la Riadha Tanzania (RT), John Bayo amefariki Dunia leo Aprili 11, 2023, Jijini Arusha.

Bayo ni kati ya mawakala wa kwanza kupeleka Wanariadha barani Ulaya kuanzia miaka ya 1980 na ameendelea kuwa nguzo kuu katika uongozi wa riadha",,4,17,398,['https://pbs.twimg.com/media/Ftbc5xZX0AIjcGV?format=jpg&name=small'],https://twitter.com/eastafricatv/status/1645745610685927427
Imran Hussein,@ImranHussein84,2023-04-12T12:32:23.000Z,"Imran Hussein
@ImranHussein84
·
18h",Twitter inabidi tukaee kitaalamu watu na mambo yaoooo na mimi mnipe hashitag ni push kumannazenu,🙌 🙌 👀,2,,9,"['https://pbs.twimg.com/media/Ftg5tqaWAAEDnTI?format=jpg&name=small', 'https://pbs.twimg.com/media/Ftg5tqTXsAAUO1L?format=jpg&name=small', 'https://pbs.twimg.com/media/Ftg5tqYXwAMoxtS?format=jpg&name=small', 'https://pbs.twimg.com/media/Ftg5tqaX0AE2P6G?format=jpg&name=360x360']",https://twitter.com/ImranHussein84/status/1646129133494181888
Vivian,@Vivian_256,2023-04-04T12:05:09.000Z,"Vivian
@Vivian_256
·
Apr 4",I tried hii game yesterday nione ni nini huwa nainfluence watu wafanye ,😂 😂,12,21,75,['https://pbs.twimg.com/media/Fs3mw9nWwAEgWvN?format=jpg&name=900x900'],https://twitter.com/Vivian_256/status/1643223177504645122
𝕄ℝ.𝐊🅐 Ł™,@dekim_Kalvino,2023-04-11T19:52:28.000Z,"𝕄ℝ.𝐊🅐 Ł™
@dekim_Kalvino
·
Apr 11",Watu wegine wakona allergies za ufala aty mtu hakunywi maziwa unashangaa ni kama matiti ya mamake ilikuwa na strong tea,,3,12,34,['https://pbs.twimg.com/media/FtdU26OX0AALqpR?format=jpg&name=small'],https://twitter.com/dekim_Kalvino/status/1645877495185526785
Dr. Calipso,@nulphin,2023-04-05T10:55:07.000Z,"Dr. Calipso
@nulphin
·
Apr 5",Kama Sabaya ameachiwa huru basi msitegemee wezi wa Kwenye report ya CAG kufikishwa mahakamani hilo msahau hata Bunge lijitutumie vip CCM haina makucha ya kuwajibisha watu maana uwape wa CCM ni matokeo ya Dhulma,,46,54,331,['https://pbs.twimg.com/media/Fs8gUp1WYAAtLlh?format=jpg&name=small'],https://twitter.com/nulphin/status/1643567940497702914
Jambo TV,@Jambotv_,2023-04-07T11:58:34.000Z,"Jambo TV
@Jambotv_
·
Apr 7","“Kwa siku za hivi karibuni watu wameingiza haki za binadamu kwenye masuala  kama ushoga na mapenzi ya jinsia moja. Viongozi wa dini na wengine mtatusaidia kama ni haki za binadamu. Mimi ninavyofahamu hayo ni makosa ya jinai, na makosa ya jinai hayawezi kupata heshima ya kuwa haki…",,62,101,906,['https://pbs.twimg.com/media/FtHCBjUXoAEOgok?format=jpg&name=small'],https://twitter.com/Jambotv_/status/1644308683596214273
SHALLYN,@shalline254,2023-04-11T07:41:04.000Z,"SHALLYN
@shalline254
·
Apr 11",Vua nguo si ni watu wazima,🦋,1,1,7,['https://pbs.twimg.com/media/FtatdM3XgAENsYF?format=jpg&name=240x240'],https://twitter.com/shalline254/status/1645693434433347585
Boniface Jacob,@ExMayorUbungo,2023-04-12T06:51:05.000Z,"Boniface Jacob
@ExMayorUbungo
·
Apr 12","CAG anasema Halmashauri ya Jiji la Dar es Salaam (Ilala) Walitoa pesa za Mikopo ya Vijana,Wanawake na Watu wenye ulemevu kiasi cha TSH 698,700,000 Kwa Vikundi 34

Alipoenda Kuwakagua kama ni kweli hakukuta Kikundi hata Kimoja.

Millioni 698.7 zilitolewa ktk Vikundi hewa
#MAZOMBI",,11,43,125,['https://pbs.twimg.com/media/FtfrmUBWcAE5wlg?format=jpg&name=small'],https://twitter.com/ExMayorUbungo/status/1646043241253412864
Tanzania Abroad TV,@AbroadTanzania,2023-04-04T09:49:25.000Z,"Tanzania Abroad TV
@AbroadTanzania
·
Apr 4","""Mimi ni mmoja wa watu ambao nilimuangalia sana Mheshimiwa Rais siku anaenda kwenye mkutano wa Chadema Kilimanjaro, yani nilikuwa najiuliza hii CCM tunaenda kuitumbukiza wapi, lakini baadae nilivyokuja kutafakari nataka niwaambie hivyo ndio maisha ya wanasiasa tunaishi, haya ndio…",,94,51,675,['https://pbs.twimg.com/media/Fs3HswqaIAAsqEy?format=jpg&name=small'],https://twitter.com/AbroadTanzania/status/1643189018040094720
JIGGA,@Okleth7ergo,2023-04-07T08:36:23.000Z,"JIGGA
@Okleth7ergo
·
Apr 7",Dunia ina maajabu mengi Kumbe Harmonize na konde boy ni watu wawili tofauti kabisa.,,2,3,71,['https://pbs.twimg.com/media/FtGTv9VXsAEeYKK?format=jpg&name=small'],https://twitter.com/Okleth7ergo/status/1644257800145518592
JIGGA,@Okleth7ergo,2023-04-10T18:57:26.000Z,"JIGGA
@Okleth7ergo
·
Apr 10","Za makumbusho mbezi make ndiko kunamfaa na ndiko kipaji chake kilipo huku kwenye mpira analazimisha tu siku hizi Kawa kubwa jinga

3.Juma ayo
Huyu sasa ndio akili kisoda zee la mizinga kazi yake sahivi ni kupinga watu mizinga uchambuzi wake umejikita kwenye utoto utoto wa mpira",,3,5,84,['https://pbs.twimg.com/media/FtX-q-ZXoCAoghO?format=jpg&name=small'],https://twitter.com/Okleth7ergo/status/1645501258416160768
Cherop-Jay,@missfjke,2023-04-09T08:27:14.000Z,"Cherop-Jay
@missfjke
·
Apr 9",Watu 12 wanifollow nifike 200 nafollow back ASAP ama ni rosecoco mnataka ndio mnifollow ... kindly retweet,😌 😂,1,4,14,['https://pbs.twimg.com/media/FtQk11ZWYAAg1ep?format=jpg&name=small'],https://twitter.com/missfjke/status/1644980274688675840
YahyaNjenge,@NjengeYahya,2023-04-03T20:03:38.000Z,"YahyaNjenge
@NjengeYahya
·
Apr 3","Ukiachana na kelele za wababe wa kariakoo na wachezaji wao nyota nchi pia ina baraka ya uwepo wa Abdul Sopu na Bruno.
Ni watu haswa!

Nusu fainali ya #ASFC 
Singida BS 
Azam FC ",✅ ✅,2,2,357,['https://pbs.twimg.com/media/Fs0KsQBWYAAZYyH?format=jpg&name=small'],https://twitter.com/NjengeYahya/status/1642981204684161030
chizzo drama,@Chizzodrama,2023-04-06T08:53:03.000Z,"chizzo drama
@Chizzodrama
·
Apr 6","Tunaposema muziki wetu umetawaliwa na watu ambao siyo sahii mtuelewe

Hizi ni tuzo za KTMA (KILIMANJARO TANZANIAN MUSIC AWARDS)  Mwaka 2006

Wimbo wa MB DOG ~LATIFA uliingia kwenye kinyang'anyiro cha wimbo bora wa HIPHOP 
     Sijui ntaanzia wapi kuhadithia wanangu ",😁 😁 🙌 🙌,12,16,46,['https://pbs.twimg.com/media/FtBN-FfXsAAguGC?format=jpg&name=small'],https://twitter.com/Chizzodrama/status/1643899608551047168
Ahmad Faezal,@AhmadFaezal4,2023-04-11T19:30:56.000Z,"Ahmad Faezal
@AhmadFaezal4
·
Apr 11","Thread ni akan berbicara panjang pasal konflik pasca-perang dunia. Jadi saya nak recommend buku sahabat saya kat korang.

PERANG DUNIA KEDUA ni buku yang korang wajib baca kalau nak faham isu geopolitik sekarang.

Link: https://shope.ee/e9PUKD1k",,1,5,31,['https://pbs.twimg.com/media/FtdNA-waMAANLGk?format=jpg&name=small'],https://twitter.com/AhmadFaezal4/status/1645872077210263552
Tanzania Abroad TV,@AbroadTanzania,2023-04-09T14:58:31.000Z,"Tanzania Abroad TV
@AbroadTanzania
·
Apr 9","Watu mnaolalamikia hii picha hamjui bunge na ccm inawapagahii every financial year?
Report ya CAG ya mwaka uliopita ilifanyiwa kazi?
Vipi kuhusu wastaafu,wanalipwa on time?
Fedha za plea bargain ziko wapi?
Biswalo ni nani ss as we speak?
Katiba ishavunjwa mara ngapi? By…",🖕 😂,8,9,102,['https://pbs.twimg.com/media/FtR-ZX_aUAAQebu?format=jpg&name=small'],https://twitter.com/AbroadTanzania/status/1645078745529876482
Muhammad Afizie,@mdafizie,2023-04-11T14:15:53.000Z,"Muhammad Afizie
@mdafizie
·
Apr 11","Dunia ni memang pelik,kadang kadang bila sesetengah orang kutuk/ceci/perli/hina tapi end up orang tu la yang akan subscribe/beli produk atau servis yang ditawarkan sesebuah syarikat tu.

Dulu sekitar tahun 2014,cawangan Mcd Dungun dan cawangan lain menerima tempias yang amat…",,3,6,32,"['https://pbs.twimg.com/media/FtcHuRJaMAA350L?format=jpg&name=small', 'https://pbs.twimg.com/media/FtcHuQ4aUAALCD1?format=jpg&name=small']",https://twitter.com/mdafizie/status/1645792789886828546
P'site Shio,@Psiteshio1,2023-04-05T09:11:40.000Z,"P'site Shio
@Psiteshio1
·
Apr 5","Logo ni Nini? 

Kabla ya kuendelea napenda kuwashukuru watu wote mnaoni support. 
Hata kulike tu ni support huwezi jua nani aliona tweets zangu kupitia like yako na nikapata Maji.

Basi Leo tutajifunza kidogo umuhimu wa kuwa na Logo, ni jambo muhimu mnoo.

Logo (nembo) ni picha…",,22,36,246,['https://pbs.twimg.com/media/Fs8Ipc3WAAE0ulj?format=jpg&name=small'],https://twitter.com/Psiteshio1/status/1643541906645762050
SunBros | The Cancer Protocol,@RealSunBros,2023-04-12T09:03:31.000Z,"SunBros | The Cancer Protocol
@RealSunBros
·
22h","Decentralized medicine & health ialah ilmu yang mahal. 

Nak survive dalam dunia moden penuh sampah ni kena mahir bio-hacking bila waktu memaksa. 

Dunia ketinggalan lebih kurang 20-30 tahun tentang quantum bio. 

Dan di Malaysia, tambah lagi 20-30 tahun ketinggalan.

That's…",☀ 🧬,1,18,52,"['https://pbs.twimg.com/media/FtgHaLHaIAIpcZC?format=jpg&name=small', 'https://pbs.twimg.com/media/FtgHaLIaEAEtjkY?format=jpg&name=small']",https://twitter.com/RealSunBros/status/1646076569465782273
Ciao Da Vinci,@siadevinci,2023-04-07T15:29:17.000Z,"Ciao Da Vinci
@siadevinci
·
Apr 7",Hivi ni wapi katika dunia hii kuliwai kutokea vita alafu USA akawa mpatanishi na vita ikaisha?,💎,20,17,199,['https://pbs.twimg.com/media/FtHyP9pWAAAHfX1?format=jpg&name=small'],https://twitter.com/siadevinci/status/1644361709845454848
City Bøy,@BlackNairobian,2023-04-11T11:14:36.000Z,"City Bøy
@BlackNairobian
·
Apr 11","I'm sure kuna watu wengi sana wameamini hii, wanasiasa ni wakora sana",,,4,8,['https://pbs.twimg.com/media/FtbeUpmWcAEvwhf?format=jpg&name=small'],https://twitter.com/BlackNairobian/status/1645747169280835591
GODWIN GWAVALE,@Godwin_Godwin3,2023-04-07T18:33:06.000Z,"GODWIN GWAVALE
@Godwin_Godwin3
·
Apr 7","Nelson Mandela aliwahi kusema kwamba *""Elimu ni silaha yenye nguvu Sana ambayo unaweza kuitumia kuibadilisha dunia""* 

Sifa kuu ya Kiongozi Ni Kuyasaka Maarifa ili ayatumie kuleta Mabadiliko chanya katika Jamii inayomzunguka.",,4,22,88,['https://pbs.twimg.com/media/FtIcTLYXoBsO5NL?format=jpg&name=small'],https://twitter.com/Godwin_Godwin3/status/1644407968702636041
YahyaNjenge,@NjengeYahya,2023-04-11T14:07:37.000Z,"YahyaNjenge
@NjengeYahya
·
Apr 11","Tofauti ya Man City na Bayern Munich ni Erling Haaland tu.
Bayern wanakocha bora,City wanakocha bora.
Bayern imesheheni watu wa maana kila eneo isipokuwa mshambuliaji wa kati.
Man City wanawachezaji wa maana kila eneo na wanae HAALAND.",,1,1,31,['https://pbs.twimg.com/media/FtcF7cIaIAMk49M?format=jpg&name=small'],https://twitter.com/NjengeYahya/status/1645790710623506433
_Erin__izreen,@ErinIzreen,2023-04-12T15:31:10.000Z,"_Erin__izreen
@ErinIzreen
·
15h","Yes indeed Allah tu Maha Adil. Jangan sakitkan hati orang lain, kita tak tau macam mana susah untuk dia berdiri semula lepas jatuh. 

Tepat hari lahir aku tahun berikutnya, aku online semula. And this dm:
""Hidup ni kalau tahap kat dunia je memang tak adil, sebab tu ada akhirat.""",,1,8,13,['https://pbs.twimg.com/media/FthipHVakAAKK3i?format=jpg&name=small'],https://twitter.com/ErinIzreen/status/1646174124291788800
Zee La Nyeti,@OriginoZee17,2023-04-06T11:19:30.000Z,"Zee La Nyeti
@OriginoZee17
·
Apr 6",Sasa Watu Ni Jobless Watapata Wapi Ajira Wawalipe Hela Zenu? Bodi Ya Mikopo Hata Haihusiki Na Hili Mnawaonea Tu ,😂 😂 🙌,9,12,358,['https://pbs.twimg.com/media/FtBvfm0WYAEekw6?format=jpg&name=small'],https://twitter.com/OriginoZee17/status/1643936462394589185
DIONIZ KIPANYA,@DIONIZKIPANYA25,2023-04-08T09:35:19.000Z,"DIONIZ KIPANYA
@DIONIZKIPANYA25
·
Apr 8","Ukimfatilia CAG Unaweza Kujikuta Unatamani Ukutane Na Samia Suluhu Hassan Umchape Vibao Ili Aone Kwamba Maumivu Tulionayo Dhidi Ya Kodi Na Tozo Zetu Ni Zaidi Ya Anavyofikiria, Hatuwezi KuwaTunaumia, Kisa Taifa Lisonge Mbele, Afu Jasho Letu Linapotelea Mifukoni Mwa Watu Wachache",😏,6,3,20,['https://pbs.twimg.com/media/FtLq0oGWcAIoaSa?format=jpg&name=small'],https://twitter.com/DIONIZKIPANYA25/status/1644635019648946177
Common Man~,@Common_Man_255,2023-04-11T13:03:51.000Z,"Common Man~
@Common_Man_255
·
Apr 11","Followers Ni Wengi Jioni, Juhudi Yako Tu Kuretweet Na Kufollow Watu",🌬 🔥 🔥 👇,44,22,75,[],https://twitter.com/Common_Man_255/status/1645774662469824512
mponda the farmer,@MpondaSabinus,2023-04-11T15:35:42.000Z,"mponda the farmer
@MpondaSabinus
·
Apr 11","Kilimo sio kazi ya Watu walioishia darasa la Saba, kilimo ni kazi , kilimo ni ajira, kilimo ni maisha.",,,12,70,['https://pbs.twimg.com/media/FtcaEjmaMAA0THh?format=jpg&name=small'],https://twitter.com/MpondaSabinus/status/1645812877532573696
Emboko,@MrPerfectKE,2023-04-07T12:29:08.000Z,"Emboko
@MrPerfectKE
·
Apr 7","#AD Watu wa Umoja , form ni pale Soulfa Lounge for great Reggae Vibes courtesy of Pilsner Lager as from 6PM leo, with great vibes from Dj Dexter. Bei poa, 5 Pilsner Lager ni only 1000 bob, numerous merchandise to be won ukipatikana na Pilsner yako. 
#StandTallStrideOn",,,2,5,['https://pbs.twimg.com/media/FtHJAy9WIAAvkS4?format=jpg&name=small'],https://twitter.com/MrPerfectKE/status/1644316373709987840
Classic Books,@_ClassicBooks_,2023-04-06T20:32:37.000Z,"Classic Books
@_ClassicBooks_
·
Apr 6","Replying to 
@theGoat_Dawn",,2,1,16,['https://pbs.twimg.com/media/FtDuGbRWwAEJqfG?format=jpg&name=small'],https://twitter.com/_ClassicBooks_/status/1644075660896268290
TALES OF A PRISONER,@Erick_Merchant,2023-04-08T14:40:30.000Z,"TALES OF A PRISONER
@Erick_Merchant
·
Apr 8","Watu waKanairo, hii ni area gani?

Gift to the correct answer",,3,,,['https://pbs.twimg.com/media/FtMwrb7WcAAzdpu?format=jpg&name=small'],https://twitter.com/Erick_Merchant/status/1644711824514744322
G. H. O. S. T,@Hon_KibayasiF,2023-04-09T20:06:03.000Z,"G. H. O. S. T
@Hon_KibayasiF
·
Apr 9","#KonaYaMwalimu

Kwenye GEOGRAPHY haswa TOPIC ya SURVEY badala ya WALIMU kuendelea kudanganya WANAFUNZI ni bora wawaalike watu wa ARDHI wawafundishe Watoto.

Walimu wako INCOMPETENCE kwenye hiyo TOPIC. ",🤓 🤝,8,6,56,['https://pbs.twimg.com/media/FtTEyfBXsAADP0y?format=jpg&name=360x360'],https://twitter.com/Hon_KibayasiF/status/1645156138466308099
